Text,Sentiment_Score,Sentiment_Label
 I`ll put your name on the list,0.72811633,neutral
Good morning my fellow tweeters,0.8106052,positive
 you know I love you.,0.9232046,positive
I`m feeling higher than Mt Everest,0.9121297,positive
Everyone is working tonight! I`m bored,0.80006075,negative
" If you had owned an *actual* cellphone, that would have been video, and called a 'QiK'",0.6631778,neutral
Oh joy its gong to be a long weekebd... Yipee :*ÃÂ¡,0.8998556,positive
1:30am goin to sleeeeep,0.78572756,neutral
 Report your findings to me,0.7976775,neutral
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",0.9723175,positive
Wondering how come mcdonalds take so long to deliver my food.,0.77799857,negative
" lmao...thats sad, kinda discourages me 4rom goin if the **** wack",0.924297,negative
" Yup, but what they going do??? He`s the Mother Effin Champion!!!! LOL",0.50492257,positive
3oh!3 on the radio  they were amazing yesterday.,0.98385507,positive
Im mad cuz i cant get any picture to work.,0.9165287,negative
 this is the worst,0.97464776,negative
my shoes hurt my feet,0.9540137,negative
 and i had our first fight,0.67683387,neutral
Back to work!,0.5373755,neutral
It`s a beautiful nice day and I`m stuck inside!,0.7475211,positive
  you disappointed me,0.9441519,negative
"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",0.43152633,neutral
FAWXING CRAYONS,0.69606876,neutral
 I`m so sorry to hear that you`re in the hospital.  Hope you`ll be better soon.,0.49430227,neutral
a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,0.47763428,neutral
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,0.9813176,positive
My birthday is now over.,0.58695483,neutral
 thanks anyway,0.6971128,positive
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",0.507226,neutral
i ate so much,0.6763624,positive
"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",0.78930616,positive
" i was think of something with a better view, but i am on a tight budget.",0.63301265,neutral
 aww that sounds sad,0.9606714,negative
Car shopping with kacy yay,0.8282302,positive
working the graveyard shift!,0.73426294,neutral
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,0.88733256,positive
 Yup  On to Mother`s Day. Any plans for your birthday?,0.5988327,neutral
Arg Exile still has that problem with Alt-Tabbing,0.7447672,negative
_**** R.I.P curls,0.78646004,neutral
 A pretty black top with flowers in pink hues,0.85299027,positive
 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,0.4840855,negative
 dr hook  awesome,0.92378926,positive
 You are quite welcome Mr. Poole.,0.95157117,positive
http://xkcd.com/577/ - today`s xkcd  Looking forward to daily updates this week!,0.97022206,positive
 I know! I miss her...,0.47833568,neutral
" It`s been raining the past few days but it was actually sunny today! Well, for a little while. Now it`s super cloudy!",0.85085666,positive
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,0.9889613,positive
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,0.9774395,negative
 What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.,0.50681823,negative
 yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that`s mine too!!,0.75372624,positive
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,0.48799568,neutral
 mine too,0.76630664,neutral
" I`m mo nudge you again, better watch out!",0.6464411,neutral
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,0.8812971,negative
 URGHHHHHHHHHH your makeing me cry,0.79691494,negative
" absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",0.47236675,negative
_marie:my heart goes out to you,0.51049477,positive
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,0.9000404,positive
 awww! you like anne curtis too tho rite?? it`s her soap thats gonna replace it!,0.56523395,neutral
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,0.98946977,positive
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",0.81010616,positive
I need a break! I NEED KITKAT! haha!,0.42927077,neutral
 oh that totally works too,0.93388456,positive
PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,0.517703,neutral
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",0.9312478,negative
 don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,0.55779564,neutral
" so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",0.4544588,negative
excited about this week! trying to have a productive monday. trying. hard.,0.9892371,positive
 You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,0.84196883,positive
[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her,0.8107052,neutral
"omg, did anyone see the wee girl on bgt..!**** sucha shame",0.93496436,negative
Gday... Do you know if NHibernate has issues with COM Interop (VB6 <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy,0.5498927,negative
hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),0.5884423,negative
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,0.85159403,positive
" I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",0.579021,neutral
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,0.9888855,positive
" I can`t get in, I`m in a waiting room",0.7956926,negative
 LOL! Glad you like it!,0.9747422,positive
 I didnt save those links! I dont need distractions.. I just need motivation,0.54235446,neutral
Ugh our two week push to produce a six pack has produced nothing but pain!,0.9580426,negative
can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,0.49386016,neutral
 .. thanks dear.. wish you the best too,0.9672899,positive
 I said hi to u,0.5972713,neutral
OMG - Madness Just Came On The Radio,0.86419475,neutral
_mommy oh  well i hope she gets better,0.731147,positive
 http://twitpic.com/1aida - snood,0.8601195,neutral
"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",0.9875618,positive
Managed to find a bottle of Pimm`s! If only we had the weather to go with it,0.6395027,positive
_its_sarah Congrats Sarah!!!!! thats awsum,0.98140943,positive
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",0.76504207,negative
my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,0.9890322,positive
 Oh It was marathon ****? mahasha,0.7451832,neutral
 yes sir i sure did.,0.6333375,positive
 Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,0.980485,positive
 That`s the one. I wish I have a video compilation of `s thrusting,0.5476561,neutral
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,0.9896326,positive
 have fun!  i am sad to not be with you guys,0.347718,negative
my guinea pig died today,0.95367944,negative
Have a huge block of snack chocolate here. Tis calling my name already,0.5011363,neutral
My room is too hot to sleep in.,0.87333643,negative
" Possibly, yes.",0.53584445,neutral
_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!,0.66282475,positive
will play quake3 in 3min,0.9111173,neutral
 Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,0.9390493,positive
 go on msn. i need to talk to you about something that happened today,0.8222504,neutral
It`s just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),0.6577811,positive
Goodnight tweeps.,0.535392,neutral
" aww, we will miss you.  At least you get to go home right?",0.45992616,positive
 What are those barrels made of? Hey pass that barrel,0.7286962,neutral
 Thanks for adding me,0.9709825,positive
can`t wait to watch the next season of heroes,0.9878423,positive
"Bored, making a mothers day card",0.5851011,neutral
"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",0.47682598,negative
I think Max (my cat) may really be gone,0.61368716,negative
`m working on a logo on photoshop & it didn`t work out..  hehe.. try again lah..,0.60959226,negative
 I have a bird living with me.  So I have to find other ways to kill these **** things beside the exterminator.   #vegas it sucks,0.9659245,negative
oowww...why do wisdom teeth hurt so much,0.97540706,negative
 airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,0.9921416,positive
You know who helps me almost everyday?  ,0.78778046,positive
Just saw half the RRO staff walk by...sadly I didn`t see  or ,0.5518859,negative
" Totally agree, she wasn`t even as good as the judges said wither! Just said it to make her feel better",0.532503,negative
"wants to listen to musiq soulchild, but it is not on the iPod",0.50655687,negative
Didn`t meet Rosie O Donnell but it was still a fun night,0.841429,positive
" that`s me right now, all I can do is stare at everyone else working on thier laptops",0.51483965,negative
 they have nice cakes  why can`t I like them? Haha and you should! That`s sooo gayy though,0.4721532,negative
It was sunny when I entered the sub-basement.  Now it`s raining.,0.55429196,neutral
Orange vitamin water 10 is my new addiction  U should try it.,0.90730107,positive
  yay thanku! *hugs*,0.97448236,positive
  so what was said??  I`m so bummed I missed it!.  *sigh* I want to go to california,0.8218016,negative
Ã¯Â¿Â½Ã¯Â¿Â½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,0.9738036,positive
.. so I can only recover 10 photos,0.67503154,negative
" 'We never want to lose the fans that got us here!' Thank you for saying that  Wish you and the others a nice day, greets",0.9764025,positive
chillin bored drinking a margarita. txt me,0.44058362,negative
"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can`t go.   Everyone else should go though! Tickets on sale Sat.",0.5176124,neutral
"In my moms hair salon, dying my hair",0.7580841,neutral
